,_id,ltable_ID,rtable_ID,ltable_Album,ltable_Artist,ltable_Release Date,rtable_Album,rtable_Artist,rtable_Release Date
656,656,a16,b2955,saturation iii,brockhampton,Dec 15 2017,saturation ii,brockhampton,Aug 25 2017
657,657,a16,b3181,saturation iii,brockhampton,Dec 15 2017,saturation iii,brockhampton,Dec 15 2017
658,658,a160,b805,ken,destroyer,Oct 20 2017,poison season,destroyer,Aug 28 2015
659,659,a1603,b1721,stage four,touche amore,Sep 16 2016,stage four,touché amoré,Sep 16 2016
660,660,a1604,b1723,hard ii love,usher,Sep 16 2016,hard ii love,usher,Sep 16 2016
661,661,a1606,b1720,tidal wave,taking back sunday,Sep 16 2016,tidal wave,taking back sunday,Sep 16 2016
662,662,a1607,b1718,the  divine feminine,mac miller,Sep 16 2016,the divine feminine,mac miller,Sep 16 2016
663,663,a1607,b868,the  divine feminine,mac miller,Sep 16 2016,go:od am,mac miller,Sep 18 2015
664,664,a161,b3090,all american made,margo price,Oct 20 2017,all american made,margo price,Oct 20 2017
665,665,a1613,b1714,mount ninji and da nice time kid,die antwoord,Sep 16 2016,mount ninji and da nice time kid,die antwoord,Sep 16 2016
666,666,a1616,b302,rejoice! i'm dead!,gong,Sep 16 2016,i see you,gong,Nov 18 2014
667,667,a1619,b1705,star treatment,wovenhand,Sep 16 2016,star treatment,wovenhand,Sep 9 2016
668,668,a1621,b1710,redemption & ruin,the devil makes three,Sep 16 2016,faithful satellite,the black sorrows,Sep 16 2016
669,669,a1623,b1710,balance,lorelle meets the obsolete,Sep 16 2016,faithful satellite,the black sorrows,Sep 16 2016
670,670,a1625,b1710,no. 6,the coal porters,Sep 16 2016,faithful satellite,the black sorrows,Sep 16 2016
671,671,a1626,b1681,splendor & misery,clipping,Sep 9 2016,splendor & misery,clipping.,Sep 9 2016
672,672,a1627,b1694,aim,m.i.a.,Sep 9 2016,aim,m.i.a.,Sep 9 2016
673,673,a1628,b725,schmilco,wilco,Sep 9 2016,star wars,wilco,Jul 16 2015
674,674,a1629,b1699,away,okkervil river,Sep 9 2016,away,okkervil river,Sep 9 2016
675,675,a1630,b1702,here,teenage fanclub,Sep 9 2016,here,teenage fanclub,Sep 9 2016
676,676,a1630,b1903,here,teenage fanclub,Sep 9 2016,here,alicia keys,Nov 4 2016
677,677,a1632,b78,gla,twin atlantic,Sep 9 2016,great divide,twin atlantic,Aug 18 2014
678,678,a1633,b1471,science agrees,d.a.r.k.,Sep 9 2016,science agrees,d.a.r.k.,May 27 2016
679,679,a1634,b1689,acoustic recordings 1998-2016,jack white,Sep 9 2016,acoustic recordings 1998–2016,jack white,Sep 9 2016
680,680,a1635,b1692,kin,kt tunstall,Sep 9 2016,kin,kt tunstall,Sep 9 2016
681,681,a1637,b1679,wild world,bastille,Sep 9 2016,wild world,bastille,Sep 9 2016
682,682,a1638,b1691,sunlit youth,local natives,Sep 9 2016,sunlit youth,local natives,Sep 9 2016
683,683,a1641,b1682,skeleton tree,nick cave & the bad seeds,Sep 9 2016,act v: hymns with the devil in confessional,the dear hunter,Sep 9 2016
684,684,a1641,b1688,skeleton tree,nick cave & the bad seeds,Sep 9 2016,signs of light,the head and the heart,Sep 9 2016
685,685,a1641,b1696,skeleton tree,nick cave & the bad seeds,Sep 9 2016,skeleton tree,nick cave and the bad seeds,Sep 9 2016
686,686,a1643,b1682,live at the hollywood bowl,the beatles,Sep 9 2016,act v: hymns with the devil in confessional,the dear hunter,Sep 9 2016
687,687,a1643,b1688,live at the hollywood bowl,the beatles,Sep 9 2016,signs of light,the head and the heart,Sep 9 2016
688,688,a1643,b1696,live at the hollywood bowl,the beatles,Sep 9 2016,skeleton tree,nick cave and the bad seeds,Sep 9 2016
689,689,a1644,b1683,transcendence,devin townsend project,Sep 9 2016,transcendence,devin townsend project,Sep 9 2016
690,690,a1645,b1682,sea of noise,st. paul & the broken bones,Sep 9 2016,act v: hymns with the devil in confessional,the dear hunter,Sep 9 2016
691,691,a1645,b1688,sea of noise,st. paul & the broken bones,Sep 9 2016,signs of light,the head and the heart,Sep 9 2016
692,692,a1645,b1696,sea of noise,st. paul & the broken bones,Sep 9 2016,skeleton tree,nick cave and the bad seeds,Sep 9 2016
693,693,a1647,b1682,future echoes,the pictish trail,Sep 9 2016,act v: hymns with the devil in confessional,the dear hunter,Sep 9 2016
694,694,a1647,b1688,future echoes,the pictish trail,Sep 9 2016,signs of light,the head and the heart,Sep 9 2016
695,695,a1647,b1696,future echoes,the pictish trail,Sep 9 2016,skeleton tree,nick cave and the bad seeds,Sep 9 2016
696,696,a165,b1752,even a tree can shed tears: japanese folk & rock 1969-1973,various artists,Oct 20 2017,trolls: original motion picture soundtrack,various artists,Sep 23 2016
697,697,a165,b1953,even a tree can shed tears: japanese folk & rock 1969-1973,various artists,Oct 20 2017,christmas queens 2,various artists,Nov 11 2016
698,698,a165,b2003,even a tree can shed tears: japanese folk & rock 1969-1973,various artists,Oct 20 2017,the hamilton mixtape,various artists,Dec 2 2016
699,699,a165,b2108,even a tree can shed tears: japanese folk & rock 1969-1973,various artists,Oct 20 2017,"she rocks, vol. 1",various artists,Jan 20 2017
700,700,a165,b2205,even a tree can shed tears: japanese folk & rock 1969-1973,various artists,Oct 20 2017,fifty shades darker: original motion picture soundtrack,various artists,Feb 10 2017
701,701,a165,b2355,even a tree can shed tears: japanese folk & rock 1969-1973,various artists,Oct 20 2017,beauty and the beast: original motion picture soundtrack,various artists,Mar 10 2017
702,702,a165,b2541,even a tree can shed tears: japanese folk & rock 1969-1973,various artists,Oct 20 2017,the fate of the furious: the album,various artists,Apr 14 2017
703,703,a165,b2574,even a tree can shed tears: japanese folk & rock 1969-1973,various artists,Oct 20 2017,guardians of the galaxy vol. 2,various artists,Apr 21 2017
704,704,a165,b2652,even a tree can shed tears: japanese folk & rock 1969-1973,various artists,Oct 20 2017,cover stories: brandi carlile celebrates 10 years of the story – an album to benefit war child,various artists,May 5 2017
705,705,a165,b2892,even a tree can shed tears: japanese folk & rock 1969-1973,various artists,Oct 20 2017,punk goes pop vol. 7,various artists,Jul 14 2017
706,706,a165,b301,even a tree can shed tears: japanese folk & rock 1969-1973,various artists,Oct 20 2017,"the hunger games: mockingjay, part 1 – original motion picture soundtrack",various artists,Nov 17 2014
707,707,a165,b3178,even a tree can shed tears: japanese folk & rock 1969-1973,various artists,Oct 20 2017,quality control: control the streets volume 1,various artists,Dec 8 2017
708,708,a165,b320,even a tree can shed tears: japanese folk & rock 1969-1973,various artists,Oct 20 2017,i'll be home for christmas,various artists,Nov 24 2014
709,709,a165,b321,even a tree can shed tears: japanese folk & rock 1969-1973,various artists,Oct 20 2017,shady xv,various artists,Nov 24 2014
710,710,a1650,b1687,big mess,grouplove,Sep 9 2016,big mess,grouplove,Sep 9 2016
711,711,a1654,b1682,philosophy of the world [remastered],the shaggs,Sep 9 2016,act v: hymns with the devil in confessional,the dear hunter,Sep 9 2016
712,712,a1654,b1688,philosophy of the world [remastered],the shaggs,Sep 9 2016,signs of light,the head and the heart,Sep 9 2016
713,713,a1654,b1696,philosophy of the world [remastered],the shaggs,Sep 9 2016,skeleton tree,nick cave and the bad seeds,Sep 9 2016
714,714,a1659,b1682,signs of light,the head and the heart,Sep 9 2016,act v: hymns with the devil in confessional,the dear hunter,Sep 9 2016
715,715,a1659,b1688,signs of light,the head and the heart,Sep 9 2016,signs of light,the head and the heart,Sep 9 2016
716,716,a1659,b1696,signs of light,the head and the heart,Sep 9 2016,skeleton tree,nick cave and the bad seeds,Sep 9 2016
717,717,a1659,b1703,signs of light,the head and the heart,Sep 9 2016,atmosphères,"tigran hamasyan, arve henriksen, eivind aarset, and jan bang",Sep 9 2016
718,718,a1662,b1675,birds in the trap sing mcknight,travis scott,Sep 2 2016,birds in the trap sing mcknight,travis scott,Sep 2 2016
719,719,a1662,b77,birds in the trap sing mcknight,travis scott,Sep 2 2016,days before rodeo,travis scott,Aug 18 2014
720,720,a1663,b1665,my woman,angel olsen,Sep 2 2016,my woman,angel olsen,Sep 2 2016
721,721,a1664,b1071,false readings on,eluvium,Sep 2 2016,life through bombardment vol. 2,eluvium,Dec 18 2015
722,722,a1664,b1668,false readings on,eluvium,Sep 2 2016,false readings on,eluvium,Sep 2 2016
723,723,a1664,b3131,false readings on,eluvium,Sep 2 2016,shuffle drones,eluvium,Nov 10 2017
724,724,a1667,b1678,ultra,zomby,Sep 2 2016,ultra,zomby,Sep 2 2016
725,725,a167,b3091,flicker,niall horan,Oct 20 2017,flicker,niall horan,Oct 20 2017
726,726,a1675,b1671,we move,james vincent mcmorrow,Sep 2 2016,we move,james vincent mcmorrow,Sep 2 2016
727,727,a1676,b1667,bad vibrations,a day to remember,Sep 2 2016,bad vibrations,a day to remember,Sep 2 2016
728,728,a1677,b1670,mystère,la femme,Sep 2 2016,mystère,la femme,Sep 2 2016
729,729,a168,b191,glasshouse,jessie ware,Oct 20 2017,tough love,jessie ware,Oct 6 2014
730,730,a168,b3087,glasshouse,jessie ware,Oct 20 2017,glasshouse,jessie ware,Oct 20 2017
731,731,a1680,b1675,mid thirties single scene,scott and charlene's wedding,Sep 2 2016,birds in the trap sing mcknight,travis scott,Sep 2 2016
732,732,a1684,b1651,and the anonymous nobody,de la soul,Aug 26 2016,and the anonymous nobody...,de la soul,Aug 26 2016
733,733,a1687,b1643,los niños sin miedo,the parrots,Aug 26 2016,between waves,the album leaf,Aug 26 2016
734,734,a1687,b1644,los niños sin miedo,the parrots,Aug 26 2016,it's hard,the bad plus,Aug 26 2016
735,735,a1687,b1653,los niños sin miedo,the parrots,Aug 26 2016,air,frode haltli with the trondheim soloists and arditti quartet,Aug 26 2016
736,736,a1688,b1643,total depravity,the veils,Aug 26 2016,between waves,the album leaf,Aug 26 2016
737,737,a1688,b1644,total depravity,the veils,Aug 26 2016,it's hard,the bad plus,Aug 26 2016
738,738,a1688,b1653,total depravity,the veils,Aug 26 2016,air,frode haltli with the trondheim soloists and arditti quartet,Aug 26 2016
739,739,a1689,b1647,glory,britney spears,Aug 26 2016,glory,britney spears,Aug 26 2016
740,740,a1690,b1655,how to be a human being,glass animals,Aug 26 2016,how to be a human being,glass animals,Aug 26 2016
741,741,a1691,b1643,between waves,the album leaf,Aug 26 2016,between waves,the album leaf,Aug 26 2016
742,742,a1691,b1644,between waves,the album leaf,Aug 26 2016,it's hard,the bad plus,Aug 26 2016
743,743,a1691,b1653,between waves,the album leaf,Aug 26 2016,air,frode haltli with the trondheim soloists and arditti quartet,Aug 26 2016
744,744,a1696,b2849,prima donna [ep],vince staples,Aug 26 2016,big fish theory,vince staples,Jun 23 2017
745,745,a1696,b707,prima donna [ep],vince staples,Aug 26 2016,summertime '06,vince staples,Jun 30 2015
746,746,a1697,b2828,jeffery [mixtape],young thug,Aug 26 2016,beautiful thugger girls,young thug,Jun 16 2017
747,747,a1697,b552,jeffery [mixtape],young thug,Aug 26 2016,barter 6,young thug,Apr 17 2015
748,748,a1698,b1657,for this we fought the battle of ages,subrosa,Aug 26 2016,the wrong kind of war,imany,Aug 26 2016
749,749,a17,b3186,no one ever really dies,n.e.r.d,Dec 15 2017,no_one ever really dies,n.e.r.d,Dec 15 2017
750,750,a1701,b1648,e-mo-tion side b [ep],carly rae jepsen,Aug 26 2016,emotion: side b,carly rae jepsen,Aug 26 2016
751,751,a1701,b686,e-mo-tion side b [ep],carly rae jepsen,Aug 26 2016,e·mo·tion,carly rae jepsen,Jun 22 2015
752,752,a1704,b1651,the  sides and in between,gringo star,Aug 26 2016,and the anonymous nobody...,de la soul,Aug 26 2016
753,753,a1705,b2033,winter,new model army,Aug 26 2016,winter,akdong musician,Jan 3 2017
754,754,a1707,b1631,blonde,frank ocean,Aug 20 2016,endless,frank ocean,Aug 19 2016
755,755,a1707,b1641,blonde,frank ocean,Aug 20 2016,blonde,frank ocean,Aug 20 2016
756,756,a1708,b1631,endless,frank ocean,Aug 19 2016,endless,frank ocean,Aug 19 2016
757,757,a1708,b1641,endless,frank ocean,Aug 19 2016,blonde,frank ocean,Aug 20 2016
758,758,a1708,b2064,endless,frank ocean,Aug 19 2016,endless,the mcclymonts,Jan 13 2017
759,759,a1709,b1630,furnaces,ed harcourt,Aug 19 2016,furnaces,ed harcourt,Aug 19 2016
760,760,a1714,b508,golden sings that have been sung,ryley walker,Aug 19 2016,primrose green,ryley walker,Mar 31 2015
761,761,a1720,b1635,at swim,lisa hannigan,Aug 19 2016,at swim,lisa hannigan,Aug 19 2016
762,762,a1722,b1633,beulah,john paul white,Aug 19 2016,"presents monk'estra, volume 1",john beasley,Aug 19 2016
763,763,a1725,b3033,pure & simple,dolly parton,Aug 19 2016,i believe in you,dolly parton,Sep 29 2017
764,764,a1726,b1629,amnesty (i),crystal castles,Aug 19 2016,amnesty (i),crystal castles,Aug 19 2016
765,765,a1727,b1636,mausoleum [live],myrkur,Aug 19 2016,mausoleum,myrkur,Aug 19 2016
766,766,a173,b1255,iii,makthaverskan,Oct 20 2017,iii,miike snow,Mar 4 2016
767,767,a173,b1323,iii,makthaverskan,Oct 20 2017,iii,moderat,Apr 1 2016
768,768,a173,b2616,iii,makthaverskan,Oct 20 2017,iii,foster the people,Apr 30 2017
769,769,a173,b327,iii,makthaverskan,Oct 20 2017,iii,take that,Dec 1 2014
770,770,a1734,b137,partners,peter broderick,Aug 19 2016,partners,barbra streisand,Sep 16 2014
771,771,a1744,b1624,innocence reaches,of montreal,Aug 12 2016,innocence reaches,of montreal,Aug 12 2016
772,772,a1744,b452,innocence reaches,of montreal,Aug 12 2016,aureate gloom,of montreal,Mar 3 2015
773,773,a1746,b1977,a  weird exits,thee oh sees,Aug 12 2016,an odd entrances,thee oh sees,Nov 18 2016
774,774,a1748,b1622,your wilderness,the pineapple thief,Aug 12 2016,this could be heartbreak,the amity affliction,Aug 12 2016
775,775,a1748,b1625,your wilderness,the pineapple thief,Aug 12 2016,your wilderness,the pineapple thief,Aug 12 2016
776,776,a1748,b1626,your wilderness,the pineapple thief,Aug 12 2016,home of the strange,young the giant,Aug 12 2016
777,777,a1749,b350,sremmlife 2,rae sremmurd,Aug 12 2016,sremmlife,rae sremmurd,Jan 6 2015
778,778,a1751,b1622,home of the strange,young the giant,Aug 12 2016,this could be heartbreak,the amity affliction,Aug 12 2016
779,779,a1751,b1625,home of the strange,young the giant,Aug 12 2016,your wilderness,the pineapple thief,Aug 12 2016
780,780,a1751,b1626,home of the strange,young the giant,Aug 12 2016,home of the strange,young the giant,Aug 12 2016
781,781,a1752,b1622,tonight's music,the moles,Aug 12 2016,this could be heartbreak,the amity affliction,Aug 12 2016
782,782,a1752,b1625,tonight's music,the moles,Aug 12 2016,your wilderness,the pineapple thief,Aug 12 2016
783,783,a1752,b1626,tonight's music,the moles,Aug 12 2016,home of the strange,young the giant,Aug 12 2016
784,784,a1753,b2762,partynextdoor 3,partynextdoor,Aug 12 2016,colours 2,partynextdoor,Jun 2 2017
785,785,a1753,b330,partynextdoor 3,partynextdoor,Aug 12 2016,pndcolours,partynextdoor,Dec 3 2014
786,786,a1753,b55,partynextdoor 3,partynextdoor,Aug 12 2016,partynextdoor two,partynextdoor,Jul 29 2014
787,787,a1759,b1622,trouble,the dead c,Aug 12 2016,this could be heartbreak,the amity affliction,Aug 12 2016
788,788,a1759,b1625,trouble,the dead c,Aug 12 2016,your wilderness,the pineapple thief,Aug 12 2016
789,789,a1759,b1626,trouble,the dead c,Aug 12 2016,home of the strange,young the giant,Aug 12 2016
790,790,a1759,b3159,trouble,the dead c,Aug 12 2016,trouble,matt terry,Nov 24 2017
791,791,a176,b1677,fr32,wretch 32,Oct 20 2017,growing over life,wretch 32,Sep 2 2016
792,792,a1761,b1622,positive thinking,the pack a.d.,Aug 12 2016,this could be heartbreak,the amity affliction,Aug 12 2016
793,793,a1761,b1625,positive thinking,the pack a.d.,Aug 12 2016,your wilderness,the pineapple thief,Aug 12 2016
794,794,a1761,b1626,positive thinking,the pack a.d.,Aug 12 2016,home of the strange,young the giant,Aug 12 2016
795,795,a1763,b1610,give a glimpse of what yer not,dinosaur jr.,Aug 5 2016,give a glimpse of what yer not,dinosaur jr.,Aug 5 2016
796,796,a1764,b1620,boy king,wild beasts,Aug 5 2016,boy king,wild beasts,Aug 5 2016
797,797,a1767,b1617,guidance,russian circles,Aug 5 2016,guidance,russian circles,Aug 5 2016
798,798,a1768,b1609,blossoms,blossoms,Aug 5 2016,blossoms,blossoms,Aug 5 2016
799,799,a1773,b2981,lovers,nels cline,Aug 5 2016,lovers,anna of the north,Sep 8 2017
800,800,a1776,b1608,morning report,arkells,Aug 5 2016,morning report,arkells,Aug 5 2016
801,801,a1776,b60,morning report,arkells,Aug 5 2016,high noon,arkells,Aug 5 2014
802,802,a1782,b1612,way down in the jungle room,elvis presley,Aug 5 2016,way down in the jungle room,elvis presley,Aug 5 2016
803,803,a1782,b1858,way down in the jungle room,elvis presley,Aug 5 2016,the wonder of you,elvis presley,Oct 21 2016
804,804,a1783,b1611,encore,dj snake,Aug 5 2016,encore,dj snake,Aug 5 2016
805,805,a1784,b1613,landlord,giggs,Aug 5 2016,landlord,giggs,Aug 5 2016
806,806,a1787,b1612,running the voodoo down: explorations in psychrockfunksouljazz 1967-1980,various artists,Aug 5 2016,way down in the jungle room,elvis presley,Aug 5 2016
807,807,a1787,b1752,running the voodoo down: explorations in psychrockfunksouljazz 1967-1980,various artists,Aug 5 2016,trolls: original motion picture soundtrack,various artists,Sep 23 2016
